name,sku,slug,description,price,discount_price,stock,images
OnePlus Headphones Model 1259,ONE-01259,oneplus-headphones-1259,OnePlus Headphones Model 1259 description,1042,975,462,oneplus-headphones-1259-1.jpg|oneplus-headphones-1259-2.jpg|oneplus-headphones-1259-3.jpg|oneplus-headphones-1259-4.jpg
HP Phone Model 1260,HP-01260,hp-phone-1260,HP Phone Model 1260 description,160,49,451,hp-phone-1260-1.jpg|hp-phone-1260-2.jpg
Sony Phone Model 1261,SON-01261,sony-phone-1261,Sony Phone Model 1261 description,406,390,232,sony-phone-1261-1.jpg|sony-phone-1261-2.jpg|sony-phone-1261-3.jpg|sony-phone-1261-4.jpg
Apple Laptop Model 1262,APP-01262,apple-laptop-1262,Apple Laptop Model 1262 description,296,287,366,apple-laptop-1262-1.jpg|apple-laptop-1262-2.jpg|apple-laptop-1262-3.jpg
Xiaomi Phone Model 1263,XIA-01263,xiaomi-phone-1263,Xiaomi Phone Model 1263 description,695,516,5,xiaomi-phone-1263-1.jpg|xiaomi-phone-1263-2.jpg|xiaomi-phone-1263-3.jpg|xiaomi-phone-1263-4.jpg
Lenovo Watch Model 1264,LEN-01264,lenovo-watch-1264,Lenovo Watch Model 1264 description,642,627,92,lenovo-watch-1264-1.jpg|lenovo-watch-1264-2.jpg|lenovo-watch-1264-3.jpg
Dell Phone Model 1265,DEL-01265,dell-phone-1265,Dell Phone Model 1265 description,1312,1235,148,dell-phone-1265-1.jpg|dell-phone-1265-2.jpg
Dell Camera Model 1266,DEL-01266,dell-camera-1266,Dell Camera Model 1266 description,999,980,436,dell-camera-1266-1.jpg|dell-camera-1266-2.jpg
Apple Watch Model 1267,APP-01267,apple-watch-1267,Apple Watch Model 1267 description,2476,2368,8,apple-watch-1267-1.jpg|apple-watch-1267-2.jpg|apple-watch-1267-3.jpg
Samsung Watch Model 1268,SAM-01268,samsung-watch-1268,Samsung Watch Model 1268 description,175,54,202,samsung-watch-1268-1.jpg|samsung-watch-1268-2.jpg|samsung-watch-1268-3.jpg
HP Watch Model 1269,HP-01269,hp-watch-1269,HP Watch Model 1269 description,1851,1680,319,hp-watch-1269-1.jpg|hp-watch-1269-2.jpg
Acer Watch Model 1270,ACE-01270,acer-watch-1270,Acer Watch Model 1270 description,605,493,20,acer-watch-1270-1.jpg|acer-watch-1270-2.jpg
Apple Laptop Model 1271,APP-01271,apple-laptop-1271,Apple Laptop Model 1271 description,1876,1704,352,apple-laptop-1271-1.jpg|apple-laptop-1271-2.jpg|apple-laptop-1271-3.jpg|apple-laptop-1271-4.jpg
Xiaomi Watch Model 1272,XIA-01272,xiaomi-watch-1272,Xiaomi Watch Model 1272 description,1530,1401,259,xiaomi-watch-1272-1.jpg|xiaomi-watch-1272-2.jpg|xiaomi-watch-1272-3.jpg
OnePlus Phone Model 1273,ONE-01273,oneplus-phone-1273,OnePlus Phone Model 1273 description,1058,890,206,oneplus-phone-1273-1.jpg|oneplus-phone-1273-2.jpg
OnePlus Phone Model 1274,ONE-01274,oneplus-phone-1274,OnePlus Phone Model 1274 description,2386,2214,366,oneplus-phone-1274-1.jpg|oneplus-phone-1274-2.jpg|oneplus-phone-1274-3.jpg|oneplus-phone-1274-4.jpg
Acer Camera Model 1275,ACE-01275,acer-camera-1275,Acer Camera Model 1275 description,2378,2347,402,acer-camera-1275-1.jpg|acer-camera-1275-2.jpg
Asus Tablet Model 1276,ASU-01276,asus-tablet-1276,Asus Tablet Model 1276 description,1112,1106,137,asus-tablet-1276-1.jpg|asus-tablet-1276-2.jpg|asus-tablet-1276-3.jpg|asus-tablet-1276-4.jpg
Lenovo Laptop Model 1277,LEN-01277,lenovo-laptop-1277,Lenovo Laptop Model 1277 description,656,474,24,lenovo-laptop-1277-1.jpg|lenovo-laptop-1277-2.jpg|lenovo-laptop-1277-3.jpg|lenovo-laptop-1277-4.jpg
HP Watch Model 1278,HP-01278,hp-watch-1278,HP Watch Model 1278 description,76,1,165,hp-watch-1278-1.jpg|hp-watch-1278-2.jpg|hp-watch-1278-3.jpg
Acer Laptop Model 1279,ACE-01279,acer-laptop-1279,Acer Laptop Model 1279 description,2464,2378,83,acer-laptop-1279-1.jpg|acer-laptop-1279-2.jpg|acer-laptop-1279-3.jpg|acer-laptop-1279-4.jpg
Acer Headphones Model 1280,ACE-01280,acer-headphones-1280,Acer Headphones Model 1280 description,2108,1926,500,acer-headphones-1280-1.jpg|acer-headphones-1280-2.jpg|acer-headphones-1280-3.jpg
OnePlus Phone Model 1281,ONE-01281,oneplus-phone-1281,OnePlus Phone Model 1281 description,1150,1129,392,oneplus-phone-1281-1.jpg|oneplus-phone-1281-2.jpg
Dell Phone Model 1282,DEL-01282,dell-phone-1282,Dell Phone Model 1282 description,2253,2079,484,dell-phone-1282-1.jpg|dell-phone-1282-2.jpg|dell-phone-1282-3.jpg
Asus Tablet Model 1283,ASU-01283,asus-tablet-1283,Asus Tablet Model 1283 description,1331,1227,372,asus-tablet-1283-1.jpg|asus-tablet-1283-2.jpg|asus-tablet-1283-3.jpg
Xiaomi Phone Model 1284,XIA-01284,xiaomi-phone-1284,Xiaomi Phone Model 1284 description,1069,1043,167,xiaomi-phone-1284-1.jpg|xiaomi-phone-1284-2.jpg
Samsung Camera Model 1285,SAM-01285,samsung-camera-1285,Samsung Camera Model 1285 description,1798,1634,324,samsung-camera-1285-1.jpg|samsung-camera-1285-2.jpg|samsung-camera-1285-3.jpg
Asus Phone Model 1286,ASU-01286,asus-phone-1286,Asus Phone Model 1286 description,1419,1407,204,asus-phone-1286-1.jpg|asus-phone-1286-2.jpg|asus-phone-1286-3.jpg
Acer Phone Model 1287,ACE-01287,acer-phone-1287,Acer Phone Model 1287 description,469,373,486,acer-phone-1287-1.jpg|acer-phone-1287-2.jpg|acer-phone-1287-3.jpg
Apple Camera Model 1288,APP-01288,apple-camera-1288,Apple Camera Model 1288 description,813,624,324,apple-camera-1288-1.jpg|apple-camera-1288-2.jpg|apple-camera-1288-3.jpg|apple-camera-1288-4.jpg
Xiaomi Headphones Model 1289,XIA-01289,xiaomi-headphones-1289,Xiaomi Headphones Model 1289 description,1340,1305,42,xiaomi-headphones-1289-1.jpg|xiaomi-headphones-1289-2.jpg
Acer Laptop Model 1290,ACE-01290,acer-laptop-1290,Acer Laptop Model 1290 description,463,400,54,acer-laptop-1290-1.jpg|acer-laptop-1290-2.jpg|acer-laptop-1290-3.jpg
Dell Phone Model 1291,DEL-01291,dell-phone-1291,Dell Phone Model 1291 description,253,192,261,dell-phone-1291-1.jpg|dell-phone-1291-2.jpg
Lenovo Camera Model 1292,LEN-01292,lenovo-camera-1292,Lenovo Camera Model 1292 description,1332,1320,426,lenovo-camera-1292-1.jpg|lenovo-camera-1292-2.jpg|lenovo-camera-1292-3.jpg
Asus Headphones Model 1293,ASU-01293,asus-headphones-1293,Asus Headphones Model 1293 description,1106,1085,306,asus-headphones-1293-1.jpg|asus-headphones-1293-2.jpg|asus-headphones-1293-3.jpg
Asus Camera Model 1294,ASU-01294,asus-camera-1294,Asus Camera Model 1294 description,1330,1265,434,asus-camera-1294-1.jpg|asus-camera-1294-2.jpg
HP Tablet Model 1295,HP-01295,hp-tablet-1295,HP Tablet Model 1295 description,1777,1712,456,hp-tablet-1295-1.jpg|hp-tablet-1295-2.jpg|hp-tablet-1295-3.jpg|hp-tablet-1295-4.jpg
Sony Phone Model 1296,SON-01296,sony-phone-1296,Sony Phone Model 1296 description,2294,2249,218,sony-phone-1296-1.jpg|sony-phone-1296-2.jpg
Samsung Headphones Model 1297,SAM-01297,samsung-headphones-1297,Samsung Headphones Model 1297 description,1135,973,95,samsung-headphones-1297-1.jpg|samsung-headphones-1297-2.jpg
OnePlus Phone Model 1298,ONE-01298,oneplus-phone-1298,OnePlus Phone Model 1298 description,1024,924,174,oneplus-phone-1298-1.jpg|oneplus-phone-1298-2.jpg|oneplus-phone-1298-3.jpg|oneplus-phone-1298-4.jpg
HP Laptop Model 1299,HP-01299,hp-laptop-1299,HP Laptop Model 1299 description,2145,2096,272,hp-laptop-1299-1.jpg|hp-laptop-1299-2.jpg|hp-laptop-1299-3.jpg|hp-laptop-1299-4.jpg
Samsung Phone Model 1300,SAM-01300,samsung-phone-1300,Samsung Phone Model 1300 description,1643,1514,460,samsung-phone-1300-1.jpg|samsung-phone-1300-2.jpg
OnePlus Watch Model 1301,ONE-01301,oneplus-watch-1301,OnePlus Watch Model 1301 description,409,283,453,oneplus-watch-1301-1.jpg|oneplus-watch-1301-2.jpg|oneplus-watch-1301-3.jpg|oneplus-watch-1301-4.jpg
Acer Laptop Model 1302,ACE-01302,acer-laptop-1302,Acer Laptop Model 1302 description,2111,2048,185,acer-laptop-1302-1.jpg|acer-laptop-1302-2.jpg
Sony Phone Model 1303,SON-01303,sony-phone-1303,Sony Phone Model 1303 description,2125,2086,440,sony-phone-1303-1.jpg|sony-phone-1303-2.jpg
Sony Tablet Model 1304,SON-01304,sony-tablet-1304,Sony Tablet Model 1304 description,2370,2354,32,sony-tablet-1304-1.jpg|sony-tablet-1304-2.jpg
Asus Phone Model 1305,ASU-01305,asus-phone-1305,Asus Phone Model 1305 description,1329,1285,488,asus-phone-1305-1.jpg|asus-phone-1305-2.jpg|asus-phone-1305-3.jpg|asus-phone-1305-4.jpg
Apple Camera Model 1306,APP-01306,apple-camera-1306,Apple Camera Model 1306 description,2236,2194,372,apple-camera-1306-1.jpg|apple-camera-1306-2.jpg|apple-camera-1306-3.jpg
Apple Headphones Model 1307,APP-01307,apple-headphones-1307,Apple Headphones Model 1307 description,172,1,301,apple-headphones-1307-1.jpg|apple-headphones-1307-2.jpg|apple-headphones-1307-3.jpg
Acer Watch Model 1308,ACE-01308,acer-watch-1308,Acer Watch Model 1308 description,1677,1639,120,acer-watch-1308-1.jpg|acer-watch-1308-2.jpg
Asus Camera Model 1309,ASU-01309,asus-camera-1309,Asus Camera Model 1309 description,898,822,320,asus-camera-1309-1.jpg|asus-camera-1309-2.jpg
Asus Phone Model 1310,ASU-01310,asus-phone-1310,Asus Phone Model 1310 description,2405,2273,209,asus-phone-1310-1.jpg|asus-phone-1310-2.jpg|asus-phone-1310-3.jpg|asus-phone-1310-4.jpg
HP Laptop Model 1311,HP-01311,hp-laptop-1311,HP Laptop Model 1311 description,1746,1560,243,hp-laptop-1311-1.jpg|hp-laptop-1311-2.jpg|hp-laptop-1311-3.jpg
Dell Headphones Model 1312,DEL-01312,dell-headphones-1312,Dell Headphones Model 1312 description,696,624,71,dell-headphones-1312-1.jpg|dell-headphones-1312-2.jpg|dell-headphones-1312-3.jpg|dell-headphones-1312-4.jpg
Dell Phone Model 1313,DEL-01313,dell-phone-1313,Dell Phone Model 1313 description,2434,2422,430,dell-phone-1313-1.jpg|dell-phone-1313-2.jpg|dell-phone-1313-3.jpg|dell-phone-1313-4.jpg
Sony Tablet Model 1314,SON-01314,sony-tablet-1314,Sony Tablet Model 1314 description,785,633,223,sony-tablet-1314-1.jpg|sony-tablet-1314-2.jpg|sony-tablet-1314-3.jpg|sony-tablet-1314-4.jpg
HP Laptop Model 1315,HP-01315,hp-laptop-1315,HP Laptop Model 1315 description,186,111,484,hp-laptop-1315-1.jpg|hp-laptop-1315-2.jpg|hp-laptop-1315-3.jpg|hp-laptop-1315-4.jpg
Apple Laptop Model 1316,APP-01316,apple-laptop-1316,Apple Laptop Model 1316 description,1765,1755,275,apple-laptop-1316-1.jpg|apple-laptop-1316-2.jpg|apple-laptop-1316-3.jpg
Xiaomi Tablet Model 1317,XIA-01317,xiaomi-tablet-1317,Xiaomi Tablet Model 1317 description,744,560,493,xiaomi-tablet-1317-1.jpg|xiaomi-tablet-1317-2.jpg
Apple Laptop Model 1318,APP-01318,apple-laptop-1318,Apple Laptop Model 1318 description,712,693,436,apple-laptop-1318-1.jpg|apple-laptop-1318-2.jpg
Samsung Camera Model 1319,SAM-01319,samsung-camera-1319,Samsung Camera Model 1319 description,2498,2416,198,samsung-camera-1319-1.jpg|samsung-camera-1319-2.jpg|samsung-camera-1319-3.jpg
OnePlus Phone Model 1320,ONE-01320,oneplus-phone-1320,OnePlus Phone Model 1320 description,1169,1077,252,oneplus-phone-1320-1.jpg|oneplus-phone-1320-2.jpg|oneplus-phone-1320-3.jpg|oneplus-phone-1320-4.jpg
OnePlus Watch Model 1321,ONE-01321,oneplus-watch-1321,OnePlus Watch Model 1321 description,2289,2177,257,oneplus-watch-1321-1.jpg|oneplus-watch-1321-2.jpg
Dell Headphones Model 1322,DEL-01322,dell-headphones-1322,Dell Headphones Model 1322 description,2087,2016,211,dell-headphones-1322-1.jpg|dell-headphones-1322-2.jpg|dell-headphones-1322-3.jpg
Sony Tablet Model 1323,SON-01323,sony-tablet-1323,Sony Tablet Model 1323 description,1221,1191,424,sony-tablet-1323-1.jpg|sony-tablet-1323-2.jpg
Acer Tablet Model 1324,ACE-01324,acer-tablet-1324,Acer Tablet Model 1324 description,1350,1247,333,acer-tablet-1324-1.jpg|acer-tablet-1324-2.jpg
Samsung Tablet Model 1325,SAM-01325,samsung-tablet-1325,Samsung Tablet Model 1325 description,261,254,489,samsung-tablet-1325-1.jpg|samsung-tablet-1325-2.jpg|samsung-tablet-1325-3.jpg
Asus Watch Model 1326,ASU-01326,asus-watch-1326,Asus Watch Model 1326 description,1245,1219,220,asus-watch-1326-1.jpg|asus-watch-1326-2.jpg|asus-watch-1326-3.jpg
OnePlus Headphones Model 1327,ONE-01327,oneplus-headphones-1327,OnePlus Headphones Model 1327 description,1246,1184,468,oneplus-headphones-1327-1.jpg|oneplus-headphones-1327-2.jpg|oneplus-headphones-1327-3.jpg
Acer Laptop Model 1328,ACE-01328,acer-laptop-1328,Acer Laptop Model 1328 description,594,409,391,acer-laptop-1328-1.jpg|acer-laptop-1328-2.jpg|acer-laptop-1328-3.jpg|acer-laptop-1328-4.jpg
Sony Laptop Model 1329,SON-01329,sony-laptop-1329,Sony Laptop Model 1329 description,1825,1777,32,sony-laptop-1329-1.jpg|sony-laptop-1329-2.jpg|sony-laptop-1329-3.jpg|sony-laptop-1329-4.jpg
HP Headphones Model 1330,HP-01330,hp-headphones-1330,HP Headphones Model 1330 description,2421,2375,439,hp-headphones-1330-1.jpg|hp-headphones-1330-2.jpg|hp-headphones-1330-3.jpg|hp-headphones-1330-4.jpg
Xiaomi Tablet Model 1331,XIA-01331,xiaomi-tablet-1331,Xiaomi Tablet Model 1331 description,1577,1568,244,xiaomi-tablet-1331-1.jpg|xiaomi-tablet-1331-2.jpg|xiaomi-tablet-1331-3.jpg
Samsung Phone Model 1332,SAM-01332,samsung-phone-1332,Samsung Phone Model 1332 description,1941,1896,439,samsung-phone-1332-1.jpg|samsung-phone-1332-2.jpg|samsung-phone-1332-3.jpg|samsung-phone-1332-4.jpg
OnePlus Camera Model 1333,ONE-01333,oneplus-camera-1333,OnePlus Camera Model 1333 description,376,291,141,oneplus-camera-1333-1.jpg|oneplus-camera-1333-2.jpg
Acer Watch Model 1334,ACE-01334,acer-watch-1334,Acer Watch Model 1334 description,2080,1949,16,acer-watch-1334-1.jpg|acer-watch-1334-2.jpg|acer-watch-1334-3.jpg|acer-watch-1334-4.jpg
Dell Tablet Model 1335,DEL-01335,dell-tablet-1335,Dell Tablet Model 1335 description,1589,1396,179,dell-tablet-1335-1.jpg|dell-tablet-1335-2.jpg|dell-tablet-1335-3.jpg|dell-tablet-1335-4.jpg
OnePlus Camera Model 1336,ONE-01336,oneplus-camera-1336,OnePlus Camera Model 1336 description,1772,1660,218,oneplus-camera-1336-1.jpg|oneplus-camera-1336-2.jpg
Acer Camera Model 1337,ACE-01337,acer-camera-1337,Acer Camera Model 1337 description,1235,1070,22,acer-camera-1337-1.jpg|acer-camera-1337-2.jpg
Sony Laptop Model 1338,SON-01338,sony-laptop-1338,Sony Laptop Model 1338 description,2073,1998,76,sony-laptop-1338-1.jpg|sony-laptop-1338-2.jpg|sony-laptop-1338-3.jpg|sony-laptop-1338-4.jpg
HP Tablet Model 1339,HP-01339,hp-tablet-1339,HP Tablet Model 1339 description,814,674,232,hp-tablet-1339-1.jpg|hp-tablet-1339-2.jpg|hp-tablet-1339-3.jpg|hp-tablet-1339-4.jpg
Asus Laptop Model 1340,ASU-01340,asus-laptop-1340,Asus Laptop Model 1340 description,866,812,38,asus-laptop-1340-1.jpg|asus-laptop-1340-2.jpg|asus-laptop-1340-3.jpg
Acer Laptop Model 1341,ACE-01341,acer-laptop-1341,Acer Laptop Model 1341 description,260,166,151,acer-laptop-1341-1.jpg|acer-laptop-1341-2.jpg|acer-laptop-1341-3.jpg|acer-laptop-1341-4.jpg
Dell Headphones Model 1342,DEL-01342,dell-headphones-1342,Dell Headphones Model 1342 description,817,730,179,dell-headphones-1342-1.jpg|dell-headphones-1342-2.jpg|dell-headphones-1342-3.jpg|dell-headphones-1342-4.jpg
OnePlus Tablet Model 1343,ONE-01343,oneplus-tablet-1343,OnePlus Tablet Model 1343 description,1601,1543,492,oneplus-tablet-1343-1.jpg|oneplus-tablet-1343-2.jpg
Asus Phone Model 1344,ASU-01344,asus-phone-1344,Asus Phone Model 1344 description,918,834,370,asus-phone-1344-1.jpg|asus-phone-1344-2.jpg
Samsung Headphones Model 1345,SAM-01345,samsung-headphones-1345,Samsung Headphones Model 1345 description,212,73,367,samsung-headphones-1345-1.jpg|samsung-headphones-1345-2.jpg
Apple Camera Model 1346,APP-01346,apple-camera-1346,Apple Camera Model 1346 description,1596,1531,188,apple-camera-1346-1.jpg|apple-camera-1346-2.jpg|apple-camera-1346-3.jpg|apple-camera-1346-4.jpg
Xiaomi Headphones Model 1347,XIA-01347,xiaomi-headphones-1347,Xiaomi Headphones Model 1347 description,1149,1104,193,xiaomi-headphones-1347-1.jpg|xiaomi-headphones-1347-2.jpg|xiaomi-headphones-1347-3.jpg|xiaomi-headphones-1347-4.jpg
Apple Tablet Model 1348,APP-01348,apple-tablet-1348,Apple Tablet Model 1348 description,1509,1313,320,apple-tablet-1348-1.jpg|apple-tablet-1348-2.jpg
Dell Camera Model 1349,DEL-01349,dell-camera-1349,Dell Camera Model 1349 description,1826,1703,181,dell-camera-1349-1.jpg|dell-camera-1349-2.jpg|dell-camera-1349-3.jpg
Lenovo Watch Model 1350,LEN-01350,lenovo-watch-1350,Lenovo Watch Model 1350 description,469,269,442,lenovo-watch-1350-1.jpg|lenovo-watch-1350-2.jpg|lenovo-watch-1350-3.jpg|lenovo-watch-1350-4.jpg
OnePlus Camera Model 1351,ONE-01351,oneplus-camera-1351,OnePlus Camera Model 1351 description,1599,1518,354,oneplus-camera-1351-1.jpg|oneplus-camera-1351-2.jpg|oneplus-camera-1351-3.jpg
Samsung Tablet Model 1352,SAM-01352,samsung-tablet-1352,Samsung Tablet Model 1352 description,1472,1361,65,samsung-tablet-1352-1.jpg|samsung-tablet-1352-2.jpg
Asus Laptop Model 1353,ASU-01353,asus-laptop-1353,Asus Laptop Model 1353 description,1962,1773,240,asus-laptop-1353-1.jpg|asus-laptop-1353-2.jpg|asus-laptop-1353-3.jpg|asus-laptop-1353-4.jpg
Sony Headphones Model 1354,SON-01354,sony-headphones-1354,Sony Headphones Model 1354 description,2313,2264,364,sony-headphones-1354-1.jpg|sony-headphones-1354-2.jpg|sony-headphones-1354-3.jpg
Samsung Laptop Model 1355,SAM-01355,samsung-laptop-1355,Samsung Laptop Model 1355 description,1407,1222,165,samsung-laptop-1355-1.jpg|samsung-laptop-1355-2.jpg|samsung-laptop-1355-3.jpg|samsung-laptop-1355-4.jpg
HP Tablet Model 1356,HP-01356,hp-tablet-1356,HP Tablet Model 1356 description,1858,1752,0,hp-tablet-1356-1.jpg|hp-tablet-1356-2.jpg|hp-tablet-1356-3.jpg
Samsung Camera Model 1357,SAM-01357,samsung-camera-1357,Samsung Camera Model 1357 description,1215,1194,409,samsung-camera-1357-1.jpg|samsung-camera-1357-2.jpg|samsung-camera-1357-3.jpg|samsung-camera-1357-4.jpg
Sony Headphones Model 1358,SON-01358,sony-headphones-1358,Sony Headphones Model 1358 description,907,869,263,sony-headphones-1358-1.jpg|sony-headphones-1358-2.jpg
Xiaomi Watch Model 1359,XIA-01359,xiaomi-watch-1359,Xiaomi Watch Model 1359 description,154,138,326,xiaomi-watch-1359-1.jpg|xiaomi-watch-1359-2.jpg|xiaomi-watch-1359-3.jpg
Acer Watch Model 1360,ACE-01360,acer-watch-1360,Acer Watch Model 1360 description,1229,1180,56,acer-watch-1360-1.jpg|acer-watch-1360-2.jpg|acer-watch-1360-3.jpg
Acer Camera Model 1361,ACE-01361,acer-camera-1361,Acer Camera Model 1361 description,1361,1295,305,acer-camera-1361-1.jpg|acer-camera-1361-2.jpg|acer-camera-1361-3.jpg
Sony Phone Model 1362,SON-01362,sony-phone-1362,Sony Phone Model 1362 description,677,669,220,sony-phone-1362-1.jpg|sony-phone-1362-2.jpg|sony-phone-1362-3.jpg|sony-phone-1362-4.jpg
Asus Tablet Model 1363,ASU-01363,asus-tablet-1363,Asus Tablet Model 1363 description,84,32,157,asus-tablet-1363-1.jpg|asus-tablet-1363-2.jpg|asus-tablet-1363-3.jpg|asus-tablet-1363-4.jpg
Samsung Headphones Model 1364,SAM-01364,samsung-headphones-1364,Samsung Headphones Model 1364 description,1302,1278,284,samsung-headphones-1364-1.jpg|samsung-headphones-1364-2.jpg|samsung-headphones-1364-3.jpg
Apple Laptop Model 1365,APP-01365,apple-laptop-1365,Apple Laptop Model 1365 description,2117,2016,34,apple-laptop-1365-1.jpg|apple-laptop-1365-2.jpg|apple-laptop-1365-3.jpg
Apple Tablet Model 1366,APP-01366,apple-tablet-1366,Apple Tablet Model 1366 description,1099,956,95,apple-tablet-1366-1.jpg|apple-tablet-1366-2.jpg|apple-tablet-1366-3.jpg
Xiaomi Laptop Model 1367,XIA-01367,xiaomi-laptop-1367,Xiaomi Laptop Model 1367 description,1141,1129,132,xiaomi-laptop-1367-1.jpg|xiaomi-laptop-1367-2.jpg
Sony Phone Model 1368,SON-01368,sony-phone-1368,Sony Phone Model 1368 description,2322,2164,393,sony-phone-1368-1.jpg|sony-phone-1368-2.jpg|sony-phone-1368-3.jpg|sony-phone-1368-4.jpg
Samsung Laptop Model 1369,SAM-01369,samsung-laptop-1369,Samsung Laptop Model 1369 description,848,843,109,samsung-laptop-1369-1.jpg|samsung-laptop-1369-2.jpg|samsung-laptop-1369-3.jpg|samsung-laptop-1369-4.jpg
Acer Camera Model 1370,ACE-01370,acer-camera-1370,Acer Camera Model 1370 description,1980,1805,39,acer-camera-1370-1.jpg|acer-camera-1370-2.jpg
Acer Camera Model 1371,ACE-01371,acer-camera-1371,Acer Camera Model 1371 description,1248,1160,169,acer-camera-1371-1.jpg|acer-camera-1371-2.jpg
OnePlus Tablet Model 1372,ONE-01372,oneplus-tablet-1372,OnePlus Tablet Model 1372 description,1448,1274,81,oneplus-tablet-1372-1.jpg|oneplus-tablet-1372-2.jpg
Samsung Phone Model 1373,SAM-01373,samsung-phone-1373,Samsung Phone Model 1373 description,1246,1092,160,samsung-phone-1373-1.jpg|samsung-phone-1373-2.jpg|samsung-phone-1373-3.jpg
Xiaomi Camera Model 1374,XIA-01374,xiaomi-camera-1374,Xiaomi Camera Model 1374 description,512,419,371,xiaomi-camera-1374-1.jpg|xiaomi-camera-1374-2.jpg|xiaomi-camera-1374-3.jpg|xiaomi-camera-1374-4.jpg
Acer Phone Model 1375,ACE-01375,acer-phone-1375,Acer Phone Model 1375 description,188,168,261,acer-phone-1375-1.jpg|acer-phone-1375-2.jpg|acer-phone-1375-3.jpg|acer-phone-1375-4.jpg
Apple Phone Model 1376,APP-01376,apple-phone-1376,Apple Phone Model 1376 description,2469,2297,70,apple-phone-1376-1.jpg|apple-phone-1376-2.jpg|apple-phone-1376-3.jpg|apple-phone-1376-4.jpg
Acer Headphones Model 1377,ACE-01377,acer-headphones-1377,Acer Headphones Model 1377 description,633,492,366,acer-headphones-1377-1.jpg|acer-headphones-1377-2.jpg
HP Tablet Model 1378,HP-01378,hp-tablet-1378,HP Tablet Model 1378 description,1035,861,461,hp-tablet-1378-1.jpg|hp-tablet-1378-2.jpg|hp-tablet-1378-3.jpg
OnePlus Headphones Model 1379,ONE-01379,oneplus-headphones-1379,OnePlus Headphones Model 1379 description,2142,2038,341,oneplus-headphones-1379-1.jpg|oneplus-headphones-1379-2.jpg|oneplus-headphones-1379-3.jpg
Apple Headphones Model 1380,APP-01380,apple-headphones-1380,Apple Headphones Model 1380 description,532,416,190,apple-headphones-1380-1.jpg|apple-headphones-1380-2.jpg|apple-headphones-1380-3.jpg|apple-headphones-1380-4.jpg
Sony Camera Model 1381,SON-01381,sony-camera-1381,Sony Camera Model 1381 description,1956,1773,13,sony-camera-1381-1.jpg|sony-camera-1381-2.jpg|sony-camera-1381-3.jpg|sony-camera-1381-4.jpg
Apple Camera Model 1382,APP-01382,apple-camera-1382,Apple Camera Model 1382 description,1569,1550,53,apple-camera-1382-1.jpg|apple-camera-1382-2.jpg|apple-camera-1382-3.jpg|apple-camera-1382-4.jpg
Acer Camera Model 1383,ACE-01383,acer-camera-1383,Acer Camera Model 1383 description,1814,1748,142,acer-camera-1383-1.jpg|acer-camera-1383-2.jpg|acer-camera-1383-3.jpg|acer-camera-1383-4.jpg
OnePlus Headphones Model 1384,ONE-01384,oneplus-headphones-1384,OnePlus Headphones Model 1384 description,1945,1857,261,oneplus-headphones-1384-1.jpg|oneplus-headphones-1384-2.jpg|oneplus-headphones-1384-3.jpg|oneplus-headphones-1384-4.jpg
Acer Camera Model 1385,ACE-01385,acer-camera-1385,Acer Camera Model 1385 description,120,30,243,acer-camera-1385-1.jpg|acer-camera-1385-2.jpg|acer-camera-1385-3.jpg|acer-camera-1385-4.jpg
Samsung Watch Model 1386,SAM-01386,samsung-watch-1386,Samsung Watch Model 1386 description,411,382,78,samsung-watch-1386-1.jpg|samsung-watch-1386-2.jpg|samsung-watch-1386-3.jpg|samsung-watch-1386-4.jpg
Sony Watch Model 1387,SON-01387,sony-watch-1387,Sony Watch Model 1387 description,2262,2107,96,sony-watch-1387-1.jpg|sony-watch-1387-2.jpg
Lenovo Phone Model 1388,LEN-01388,lenovo-phone-1388,Lenovo Phone Model 1388 description,288,272,428,lenovo-phone-1388-1.jpg|lenovo-phone-1388-2.jpg|lenovo-phone-1388-3.jpg|lenovo-phone-1388-4.jpg
Apple Tablet Model 1389,APP-01389,apple-tablet-1389,Apple Tablet Model 1389 description,1520,1368,146,apple-tablet-1389-1.jpg|apple-tablet-1389-2.jpg|apple-tablet-1389-3.jpg
Acer Camera Model 1390,ACE-01390,acer-camera-1390,Acer Camera Model 1390 description,2142,2070,436,acer-camera-1390-1.jpg|acer-camera-1390-2.jpg|acer-camera-1390-3.jpg|acer-camera-1390-4.jpg
Xiaomi Watch Model 1391,XIA-01391,xiaomi-watch-1391,Xiaomi Watch Model 1391 description,2163,2123,431,xiaomi-watch-1391-1.jpg|xiaomi-watch-1391-2.jpg
OnePlus Headphones Model 1392,ONE-01392,oneplus-headphones-1392,OnePlus Headphones Model 1392 description,1370,1360,62,oneplus-headphones-1392-1.jpg|oneplus-headphones-1392-2.jpg|oneplus-headphones-1392-3.jpg
Apple Camera Model 1393,APP-01393,apple-camera-1393,Apple Camera Model 1393 description,1229,1076,269,apple-camera-1393-1.jpg|apple-camera-1393-2.jpg|apple-camera-1393-3.jpg
HP Watch Model 1394,HP-01394,hp-watch-1394,HP Watch Model 1394 description,1901,1756,330,hp-watch-1394-1.jpg|hp-watch-1394-2.jpg|hp-watch-1394-3.jpg
